t_sec,seq,imu_hz,quat_w,quat_x,quat_y,quat_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,proj_g_x,proj_g_y,proj_g_z
0.267924575,33,0.000000000,0.999884009,-0.014062000,-0.005604000,-0.001463000,-0.000998119,-0.000735726,0.001018574,0.107334003,-0.273411006,9.795509338,-0.011247845,0.028104340,-0.999541711
0.273088663,34,0.000000000,0.999884009,-0.014068000,-0.005609000,-0.001462000,-0.003876516,-0.002512157,0.000153013,0.113540001,-0.280463994,9.796422958,-0.011257834,0.028116336,-0.999541261
0.277828904,35,0.000000000,0.999884009,-0.014074000,-0.005616000,-0.001459000,-0.000986966,-0.002920512,0.001172215,0.117568001,-0.281455010,9.796876907,-0.011271765,0.028128347,-0.999540766
0.282554105,36,0.000000000,0.999884009,-0.014065000,-0.005620000,-0.001456000,0.005715587,-0.001227385,0.001408341,0.118974999,-0.287732989,9.796540260,-0.011279653,0.028110372,-0.999541183
0.287927829,37,0.000000000,0.999884009,-0.014059000,-0.005621000,-0.001457000,0.000066549,0.000004346,-0.000761871,0.112485997,-0.284884989,9.801514626,-0.011281664,0.028098358,-0.999541498
0.293172911,38,0.000000000,0.999884009,-0.014056000,-0.005621000,-0.001458000,0.001524179,0.001047198,-0.000845455,0.117339998,-0.278930992,9.806221962,-0.011281684,0.028092348,-0.999541666
0.297513177,39,0.000000000,0.999884009,-0.014049000,-0.005615000,-0.001459000,0.005041785,0.003551379,0.000677711,0.109770000,-0.280355990,9.803169250,-0.011269693,0.028078357,-0.999542195
0.302828660,40,0.000000000,0.999884009,-0.014033000,-0.005606000,-0.001458000,0.005236633,0.003634264,0.000000332,0.113464996,-0.274453014,9.798975945,-0.011251619,0.028046397,-0.999543295
0.307973356,41,0.000000000,0.999885023,-0.014020000,-0.005598000,-0.001461000,0.003834314,0.003097226,-0.000814842,0.111074999,-0.276389986,9.803695679,-0.011235679,0.028020418,-0.999544204
0.312645628,42,0.000000000,0.999885023,-0.014011000,-0.005589000,-0.001461000,0.005421656,0.005521576,0.001229567,0.117025003,-0.280460000,9.806867599,-0.011217655,0.028002448,-0.999544910
0.317651282,43,0.000000000,0.999885023,-0.013999000,-0.005573000,-0.001462000,0.003181247,0.006265348,-0.002644628,0.114169002,-0.289018989,9.807213783,-0.011185651,0.027978486,-0.999545939
0.322714601,44,0.000000000,0.999885023,-0.013994000,-0.005563000,-0.001465000,-0.001452742,0.001307758,-0.000254923,0.109396003,-0.283778012,9.800374031,-0.011165724,0.027968482,-0.999546442
0.327914018,45,0.000000000,0.999885023,-0.013999000,-0.005564000,-0.001463000,-0.002215399,-0.001111880,0.002641172,0.114141002,-0.285463989,9.798616409,-0.011167682,0.027978501,-0.999546140
0.333187772,46,0.000000000,0.999885023,-0.014005000,-0.005564000,-0.001461000,-0.003926310,0.000786376,0.000466125,0.111809000,-0.289864987,9.796875000,-0.011167643,0.027990521,-0.999545804
0.337546119,47,0.000000000,0.999885023,-0.014018000,-0.005566000,-0.001458000,-0.005953562,-0.002369215,0.000939982,0.107143000,-0.290331990,9.805415154,-0.011171597,0.028016546,-0.999545031
0.342585021,48,0.000000000,0.999885023,-0.014025000,-0.005566000,-0.001459000,-0.000064944,0.002924980,-0.000995588,0.106985003,-0.281978995,9.800921440,-0.011171645,0.028030533,-0.999544638
0.347646388,49,0.000000000,0.999885023,-0.014019000,-0.005555000,-0.001459000,0.004017259,0.004965113,0.001882687,0.107977003,-0.286058992,9.798933029,-0.011149630,0.028018567,-0.999545219
0.352737451,50,0.000000000,0.999885023,-0.014012000,-0.005549000,-0.001457000,0.002084639,-0.000739129,0.000497698,0.111062996,-0.295623004,9.801117897,-0.011137555,0.028004607,-0.999545745
0.357858850,51,0.000000000,0.999885023,-0.014006000,-0.005559000,-0.001460000,0.003225787,-0.004770194,-0.002186025,0.115029000,-0.287725985,9.804253578,-0.011157620,0.027992547,-0.999545859
0.362911065,52,0.000000000,0.999885023,-0.013991000,-0.005568000,-0.001463000,0.007612410,-0.000132313,-0.000453227,0.114436999,-0.286749989,9.802750587,-0.011175657,0.027962491,-0.999546499
0.367533576,53,0.000000000,0.999885023,-0.013975000,-0.005563000,-0.001467000,0.004481761,0.004343130,-0.000149732,0.112012997,-0.286098003,9.799686432,-0.011165724,0.027930465,-0.999547505
0.372662080,54,0.000000000,0.999885976,-0.013964000,-0.005552000,-0.001467000,0.001772137,0.002106577,-0.000633240,0.115425996,-0.277727991,9.805716515,-0.011143704,0.027908526,-0.999548364
0.377765271,55,0.000000000,0.999885976,-0.013959000,-0.005557000,-0.001469000,0.002365515,-0.003877336,-0.001066169,0.107452996,-0.278358012,9.808343887,-0.011153745,0.027898490,-0.999548532
0.382827246,56,0.000000000,0.999885976,-0.013950000,-0.005567000,-0.001469000,0.002732260,-0.003459818,0.000735621,0.114878997,-0.276930988,9.812765121,-0.011173715,0.027880462,-0.999548812
0.387885092,57,0.000000000,0.999885976,-0.013955000,-0.005576000,-0.001467000,-0.005683386,-0.003041079,0.000929510,0.121138997,-0.284462005,9.809519768,-0.011191673,0.027890457,-0.999548332
0.392992924,58,0.000000000,0.999885023,-0.013966000,-0.005578000,-0.001462000,-0.003352882,0.000837915,0.001409894,0.124372996,-0.288203001,9.805956841,-0.011195554,0.027912478,-0.999547674
0.397604715,59,0.000000000,0.999885023,-0.013974000,-0.005579000,-0.001460000,-0.003717429,-0.001267668,0.001606768,0.121473998,-0.287629008,9.802459717,-0.011197521,0.027928495,-0.999547204
0.402751811,60,0.000000000,0.999885023,-0.013983000,-0.005582000,-0.001461000,-0.003101590,-0.000739095,-0.002125008,0.115979999,-0.284357995,9.798210144,-0.011203575,0.027946474,-0.999546634
0.407617014,61,0.000000000,0.999885023,-0.013985000,-0.005586000,-0.001468000,-0.000390029,0.000075712,-0.001064703,0.115180001,-0.278243005,9.795162201,-0.011211776,0.027950383,-0.999546433
0.412656844,62,0.000000000,0.999885023,-0.013981000,-0.005587000,-0.001468000,0.002253901,-0.001073028,0.001120187,0.114409000,-0.280003011,9.797187805,-0.011213763,0.027942381,-0.999546634
0.417977351,63,0.000000000,0.999885023,-0.013972000,-0.005593000,-0.001467000,0.004407672,-0.002634732,0.001247684,0.116410002,-0.283228010,9.800737381,-0.011225708,0.027924378,-0.999547003
